"","year","month","Precipitation_(mm/h)","Temperature_(C)","Wind_Speed_m/s","Wind_Direction_Degrees","Relative_Humidity_(%)","Date"
"1",2019,1,NA,NA,NA,NA,NA,NA
"2",2019,2,NA,NA,NA,NA,NA,NA
"3",2019,3,NA,NA,NA,NA,NA,NA
"4",2019,4,0,23.0466666666667,1.88069444444444,204.429875,67.9872916666667,2019-04-01
"5",2019,5,0,19.5881471389646,1.60095367847411,204.923923705722,77.9104774897681,2019-05-01
"6",2019,6,0,16.6310099573257,1.47471590909091,207.112997159091,85.0107434402332,2019-06-01
"7",2019,7,0,15.4726287262873,1.50365853658537,205.456558265583,89.8900838926175,2019-07-01
"8",2019,8,0,14.920297029703,1.58366336633663,204.125123152709,87.516875,2019-08-01
"9",2019,9,0,17.4915094339623,2.17641509433962,120.589944134078,86.445625,2019-09-01
"10",2019,10,0,17.4665734265734,1.90027972027972,204.859258741259,75.4301144492132,2019-10-01
"11",2019,11,0,19.1781163434903,2.20360110803324,203.37756232687,71.6148529411765,2019-11-01
"12",2019,12,0,22.034606741573,2.08426966292135,203.740674157303,81.6738944723618,2019-12-01
"13",2020,1,0,23.6477150537634,2.13682795698925,204.300295698925,81.9220659340659,2020-01-01
"14",2020,2,0,24.7263157894737,2.08859649122807,200.754532163743,80.0486021505376,2020-02-01
"15",2020,3,0,25.2474324324324,2,200.658932432432,62.7428108108108,2020-03-01
"16",2020,4,0,23.236095505618,1.87373595505618,198.377233146067,69.3830508474576,2020-04-01
"17",2020,5,0,19.9188172043011,1.79784946236559,201.818306451613,66.5341095890411,2020-05-01
"18",2020,6,0,17.1753209700428,1.65606276747504,206.718815977175,87.1940470588235,2020-06-01
"19",2020,7,0,15.7956276445698,1.64217207334274,201.32898448519,88.2890553745928,2020-07-01
"20",2020,8,0,15.7021840873635,1.72059282371295,204.980764430577,84.3871240105541,2020-08-01
"21",2020,9,0,16.4376569037657,1.93207810320781,202.215048814505,87.0728481012658,2020-09-01
"22",2020,10,0,17.9849779086892,2.01516936671576,201.867290132548,77.8406527415144,2020-10-01
"23",2020,11,0,19.2603076923077,1.97723076923077,199.781323076923,69.7377538461539,2020-11-01
"24",2020,12,0,20.4744535519126,2.03907103825137,199.492404371585,73.56043715847,2020-12-01
"25",2021,1,0,23.0026917900404,1.94629878869448,198.938034993271,70.4570013755158,2021-01-01
"26",2021,2,0,24.2636904761905,1.82857142857143,197.596339285714,72.0030204778157,2021-02-01
"27",2021,3,0,24.7970350404313,1.95646900269542,199.81397574124,72.7091598023064,2021-03-01
"28",2021,4,0,22.0972067039106,1.88449720670391,197.353365921788,77.7245608108108,2021-04-01
"29",2021,5,0,18.6671214188267,1.69236016371078,200.357080491132,85.8846341463415,2021-05-01
"30",2021,6,0,16.9007122507122,1.45498575498575,202.169344729345,76.6277678571429,2021-06-01
"31",2021,7,0,16.0638928067701,1.58293370944993,201.00562764457,57.0158139534884,2021-07-01
"32",2021,8,0,15.7689280868385,1.79836956521739,201.603595658073,73.0361764705882,2021-08-01
"33",2021,9,0,16.0318318318318,1.93888888888889,201.47996996997,48.5386666666667,2021-09-01
"34",2021,10,0,17.0672998643148,2.15712347354138,200.563785617368,35.626,2021-10-01
"35",2021,11,0,18.2302097902098,2.02923076923077,202.558125874126,38.724375,2021-11-01
"36",2021,12,0,20.0126702997275,2.03474114441417,199.891537414966,48.7521052631579,2021-12-01
"37",2022,1,0,22.9416553595658,2.05983717774763,200.530149253731,47.2534615384615,2022-01-01
"38",2022,2,0,23.9750387596899,1.87720930232558,200.056852713178,41.4854166666667,2022-02-01
"39",2022,3,0,24.3588709677419,1.88534946236559,198.27185483871,42.7565625,2022-03-01
"40",2022,4,0,21.2211428571429,1.86671428571429,194.606585714286,57.071,2022-04-01
"41",2022,5,0,18.0270190895742,1.73788546255507,195.028986784141,43.4571428571429,2022-05-01
"42",2022,6,0,16.2742253521127,1.51788732394366,200.121197183099,40.0605,2022-06-01
"43",2022,7,0,15.3385057471264,1.55870503597122,203.02875,35.625,2022-07-01
"44",2022,8,0,15.1153950953678,1.71741496598639,172.616367346939,78.9314689265537,2022-08-01
"45",2022,9,0,15.6621374045802,1.78274809160305,59.9588396946565,83.2874045801527,2022-09-01
"46",2022,10,0,16.4252688172043,1.94704301075269,58.1015322580645,80.6788037634409,2022-10-01
"47",2022,11,0,18.8618915159944,1.81877607788595,55.9668150208623,77.7410709318498,2022-11-01
"48",2022,12,0,21.909811827957,1.86061827956989,54.1405107526882,75.1984543010753,2022-12-01
"49",2023,1,0,24.0595430107527,1.81478494623656,47.9252419354839,66.5903360215054,2023-01-01
"50",2023,2,0,25.899460916442,1.88167115902965,50.5186522911051,70.1808894878706,2023-02-01
"51",2023,3,NA,NA,NA,NA,NA,NA
"52",2023,4,NA,NA,NA,NA,NA,NA
"53",2023,5,NA,NA,NA,NA,NA,NA
"54",2023,6,NA,NA,NA,NA,NA,NA
"55",2023,7,0,19.9604790419162,1.68363273453094,57.8005189620758,80.2525548902196,2023-07-01
"56",2023,8,0,19.7460296096904,1.68506056527591,58.6347375504711,81.4354239569314,2023-08-01
"57",2023,9,0,18.7117897727273,1.62997159090909,62.0936931818182,86.2288636363636,2023-09-01
"58",2023,10,0,19.7581989247312,1.90591397849462,60.0364919354839,83.3369220430108,2023-10-01
"59",2023,11,0,20.2851388888889,1.89569444444444,57.5500138888889,79.9563333333333,2023-11-01
"60",2023,12,0,22.0768156424581,2.13756983240223,55.4472905027933,77.0170111731844,2023-12-01
