"","year","month","Precipitation_(mm/h)","Temperature_(C)","Wind_Speed_m/s","Wind_Direction_Degrees","Relative_Humidity_(%)","Date"
"1",2019,1,NA,NA,NA,NA,NA,NA
"2",2019,2,NA,NA,NA,NA,NA,NA
"3",2019,3,NA,NA,NA,NA,NA,NA
"4",2019,4,NA,NA,NA,NA,NA,NA
"5",2019,5,NA,NA,NA,NA,NA,NA
"6",2019,6,NA,NA,NA,NA,NA,NA
"7",2019,7,NA,NA,NA,NA,NA,NA
"8",2019,8,0.7,15.9262449528937,1.90847913862719,229.561238223419,86.6029609690444,2019-08-01
"9",2019,9,0.5,16.9756267409471,2.18593314763231,234.554317548747,84.6448467966574,2019-09-01
"10",2019,10,0,17.5313593539704,2.29421265141319,237.991924629879,81.7698519515478,2019-10-01
"11",2019,11,0,19.7931754874652,2.53537604456824,243.210306406685,80.483286908078,2019-11-01
"12",2019,12,0,21.5755376344086,2.35309139784946,257.807795698925,80.875,2019-12-01
"13",2020,1,0.1,23.4286290322581,2.33674293405114,262.66935483871,80.0188172043011,2020-01-01
"14",2020,2,0,24.1857553956835,2.35510791366906,266.972661870504,81.2474820143885,2020-02-01
"15",2020,3,0.6,24.0936742934051,2.23418573351279,274.877523553163,80.2409152086137,2020-03-01
"16",2020,4,0.4,21.8684722222222,2.07694444444444,265.216666666667,82.8097222222222,2020-04-01
"17",2020,5,0.3,19.6380376344086,1.98951612903226,248.236559139785,83.125,2020-05-01
"18",2020,6,0,17.7111111111111,1.91430555555556,243.533333333333,84.6069444444445,2020-06-01
"19",2020,7,0.1,16.144623655914,1.8752688172043,230.120967741935,84.8897849462366,2020-07-01
"20",2020,8,0,16.2495967741935,2.19784946236559,236.456989247312,83.4368279569892,2020-08-01
"21",2020,9,0,16.6853963838665,2.22906815020862,233.951321279555,83.0139082058414,2020-09-01
"22",2020,10,0,17.9069892473118,2.33077956989247,244.545698924731,82.3629032258064,2020-10-01
"23",2020,11,0,18.5874651810585,2.31713091922006,233.387186629526,80.4359331476323,2020-11-01
"24",2020,12,5.5,20.7534320323015,2.24845222072678,247.152086137281,81.7402422611036,2020-12-01
"25",2021,1,0.2,21.8991924629879,2.13593539703903,275.943472409152,81.9555854643338,2021-01-01
"26",2021,2,0,22.2425595238095,2.15997023809524,277.907738095238,82.25,2021-02-01
"27",2021,3,1.2,22.7899193548387,2.14354838709677,285.952956989247,82.0645161290323,2021-03-01
"28",2021,4,0,19.9026388888889,1.91571627260083,286.488178025035,86.8458333333333,2021-04-01
"29",2021,5,4.1,18.0791386271871,1.72137096774194,248.282258064516,88.028263795424,2021-05-01
"30",2021,6,0.5,18.1031988873435,1.56328233657858,208.855354659249,82.0542420027816,2021-06-01
"31",2021,7,0.2,17.1916666666667,1.76653225806452,220.991935483871,81.5430107526882,2021-07-01
"32",2021,8,0,16.5489247311828,2.11155913978495,230.243279569892,82.5188172043011,2021-08-01
"33",2021,9,0,16.1984722222222,2.02166666666667,248.022222222222,82.4777777777778,2021-09-01
"34",2021,10,0,17.0907133243607,2.32920592193809,243.033647375505,79.6541049798116,2021-10-01
"35",2021,11,0,18.4618055555556,2.23541666666667,249.791666666667,78.9805555555556,2021-11-01
"36",2021,12,0.3,20.3709677419355,2.25940860215054,242.827956989247,76.6841397849462,2021-12-01
"37",2022,1,11,22.1862585034014,2.25190217391304,271.938858695652,76.8260869565217,2022-01-01
"38",2022,2,0.3,21.5512012012012,2.12394578313253,289.406626506024,78.8571428571429,2022-02-01
"39",2022,3,2.4,21.0736129905277,1.93157181571816,296.060975609756,79.6463414634146,2022-03-01
"40",2022,4,0,18.8386111111111,2.00361111111111,286.256944444444,82.5375,2022-04-01
"41",2022,5,0,17.3532345013477,1.83409703504043,244.285714285714,81.6684636118598,2022-05-01
"42",2022,6,0,16.3378830083565,1.96699164345404,221.550139275766,79.3091922005571,2022-06-01
"43",2022,7,0.2,15.9128552097429,1.88712737127371,217.506775067751,81.0975609756098,2022-07-01
"44",2022,8,0,15.6621293800539,2.11347708894879,235.61051212938,81.4636118598383,2022-08-01
"45",2022,9,0,15.9411111111111,2.27222222222222,230.0625,79.5680555555556,2022-09-01
"46",2022,10,0.2,16.2963709677419,2.40067204301075,234.438172043011,78.0967741935484,2022-10-01
"47",2022,11,0.1,18.5620305980528,2.27437325905292,244.387186629526,76.3922114047288,2022-11-01
"48",2022,12,0,21.1327956989247,2.18897849462366,254.385752688172,76.6612903225806,2022-12-01
"49",2023,1,1.7,21.3189189189189,2.10580296896086,270.098515519568,79.4696356275304,2023-01-01
"50",2023,2,2.9,23.9646706586826,2.24857571214393,275.767616191904,78.5772113943029,2023-02-01
"51",2023,3,3.4,24.8450134770889,2.12061994609164,273.692722371968,76.7412398921833,2023-03-01
"52",2023,4,0,25.71625,2.3575,221.965277777778,71.2819444444444,2023-04-01
"53",2023,5,0.8,22.7501344086022,2.07379032258065,201.959677419355,73.9475806451613,2023-05-01
"54",2023,6,0,21.9079166666667,2.27719054242003,186.127955493741,71.663421418637,2023-06-01
"55",2023,7,0,21.2118279569892,2.18655913978495,190.021505376344,72.4247311827957,2023-07-01
"56",2023,8,0.3,20.7599462365591,2.3133064516129,189.520161290323,73.7123655913979,2023-08-01
"57",2023,9,0.2,19.7306406685237,2.2533426183844,210.362116991643,77.3467966573816,2023-09-01
"58",2023,10,0.6,19.831983805668,2.30608930987821,238.228687415426,78.9337837837838,2023-10-01
"59",2023,11,0,20.2972144846797,2.34016736401674,243.8940027894,77.1882845188285,2023-11-01
"60",2023,12,0,22.2930107526882,2.51424731182796,240.236559139785,74.3024193548387,2023-12-01
